file,routine,host,class_,entity,access,n_refs,extent,lines,callees,call_context
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,RHO_Z_P=>WORK_PAD,write,1,-1:IBAR+2 | -1:JBAR+2 | -1:KBAR+2,73,,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,UU=>U|US,arg,2,{whole},"84,215",GET_SCALAR_FACE_VALUE,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,UU=>U|US,read,8,"{wall:II+1,wall:II-2} | {wall:JJ} | {wall:KK}","140,142,150,152,272,274,282,284",,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,U_TEMP=>U_WORK,arg,12,{whole},"143,153,160,167,174,181,275,285,292,299,306,313",GET_SCALAR_FACE_VALUE,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,U_TEMP=>U_WORK,write,12,1:1 | 1:1 | 1:1,"142,152,159,166,173,180,274,284,291,298,305,312",,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,VV=>V|VS,arg,2,{whole},"85,216",GET_SCALAR_FACE_VALUE,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,VV=>V|VS,read,8,"{wall:II} | {wall:JJ+1,wall:JJ-2} | {wall:KK}","157,159,164,166,289,291,296,298",,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,WW=>W|WS,arg,2,{whole},"86,217",GET_SCALAR_FACE_VALUE,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,WW=>W|WS,read,8,"{wall:II} | {wall:JJ} | {wall:KK+1,wall:KK-2}","171,173,178,180,303,305,310,312",,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,ZZP=>ZZ|ZZS,read,2,-1:IBAR+2 | -1:JBAR+2 | -1:KBAR+2 | 1:N_TOTAL_SCALARS{N_TRACKED_SPECIES},"73,204",,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,Z_TEMP=>Z_WORK,arg,12,{whole},"143,153,160,167,174,181,275,285,292,299,306,313",GET_SCALAR_FACE_VALUE,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
mass.f90,MASS_FINITE_DIFFERENCES,MASS::MASS_FINITE_DIFFERENCES,local_alias,Z_TEMP=>Z_WORK,write,12,0:3 | 0:3 | 0:3,"141,151,158,165,172,179,273,283,290,297,304,311",,"per-step: main.f90:767 (predictor), main.f90:948 (corrector)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,mesh_ptr,MESH_TYPE%CC_REGFACE_IAXIS_Z,ptr_target,1,{whole},8016,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,mesh_ptr,MESH_TYPE%CC_REGFACE_JAXIS_Z,ptr_target,1,{whole},8018,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,mesh_ptr,MESH_TYPE%CC_REGFACE_KAXIS_Z,ptr_target,1,{whole},8020,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,mesh_ptr,MESH_TYPE%FX,read,1,{idx:I} | {idx:J} | {idx:K} | 1:N_TOTAL_SCALARS,8030,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,mesh_ptr,MESH_TYPE%FY,read,1,{idx:I} | {idx:J} | {idx:K} | 1:N_TOTAL_SCALARS,8032,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,mesh_ptr,MESH_TYPE%FZ,read,1,{idx:I} | {idx:J} | {idx:K} | 1:N_TOTAL_SCALARS,8034,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,mesh_ptr,MESH_TYPE%R,read,1,{idx:I},8030,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,mesh_direct,MESH_TYPE%CC_NREGFACE_Z  (via MESHES),read,1,IAXIS:KAXIS,8022,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,nested,CC_REGFACEZ_TYPE%IJK,read,3,"{idx:IAXIS,idx:JAXIS,idx:KAXIS}","8023,8024,8025",,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,nested,CC_REGFACEZ_TYPE%RHOZZ_U,write,4,1:N_TOTAL_SCALARS,"8027,8030,8032,8034",,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,module_global,GLOBAL_CONSTANTS::IAXIS,read,4,,"8013,8015,8023,8029",,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,module_global,GLOBAL_CONSTANTS::JAXIS,read,3,,"8017,8024,8031",,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,module_global,GLOBAL_CONSTANTS::KAXIS,read,4,,"8013,8019,8025,8033",,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,module_global,GLOBAL_CONSTANTS::N_TOTAL_SCALARS,read,1,,8011,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,dummy,SET_EXIMADVFLX_3D:NM,read,1,,8022,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,dummy,SET_EXIMADVFLX_3D:UU,read,1,{idx:I} | {idx:J} | {idx:K},8030,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,dummy,SET_EXIMADVFLX_3D:VV,read,1,{idx:I} | {idx:J} | {idx:K},8032,,"optional: CC_IBM only (mass.f90:460, 648)"
ccib.f90,SET_EXIMADVFLX_3D,CC_SCALARS::SET_EXIMADVFLX_3D,dummy,SET_EXIMADVFLX_3D:WW,read,1,{idx:I} | {idx:J} | {idx:K},8034,,"optional: CC_IBM only (mass.f90:460, 648)"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,module_global,GLOBAL_CONSTANTS::CENTRAL_LIMITER,read,1,,1346,,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,module_global,GLOBAL_CONSTANTS::CHARM_LIMITER,read,1,,1412,,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,module_global,GLOBAL_CONSTANTS::GODUNOV_LIMITER,read,1,,1356,,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,module_global,GLOBAL_CONSTANTS::MINMOD_LIMITER,read,1,,1391,,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,module_global,GLOBAL_CONSTANTS::MP5_LIMITER,read,1,,1437,,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,module_global,GLOBAL_CONSTANTS::SUPERBEE_LIMITER,read,1,,1370,,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,module_global,PRECISION_PARAMETERS::TWENTY_EPSILON_EB,read,6,,"1378,1383,1399,1404,1422,1429",,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,dummy,GET_SCALAR_FACE_VALUE:A,read,5,I1:I2 | J1:J2 | K1:K2,"1361,1376,1397,1418,1442",,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,dummy,GET_SCALAR_FACE_VALUE:F,write,11,I1:I2 | J1:J2 | K1:K2,"1351,1362,1364,1380,1385,1401,1406,1424,1431,1445,1449",,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,dummy,GET_SCALAR_FACE_VALUE:I1,read,6,,"1350,1360,1374,1395,1416,1441",,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,dummy,GET_SCALAR_FACE_VALUE:I2,read,6,,"1350,1360,1374,1395,1416,1441",,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,dummy,GET_SCALAR_FACE_VALUE:IOR,read,1,,1338,,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,dummy,GET_SCALAR_FACE_VALUE:J1,read,6,,"1349,1359,1373,1394,1415,1440",,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,dummy,GET_SCALAR_FACE_VALUE:J2,read,6,,"1349,1359,1373,1394,1415,1440",,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,dummy,GET_SCALAR_FACE_VALUE:K1,read,6,,"1348,1358,1372,1393,1414,1439",,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,dummy,GET_SCALAR_FACE_VALUE:K2,read,6,,"1348,1358,1372,1393,1414,1439",,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,dummy,GET_SCALAR_FACE_VALUE:LIMITER,read,1,,1345,,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_SCALAR_FACE_VALUE,MATH_FUNCTIONS::GET_SCALAR_FACE_VALUE,dummy,GET_SCALAR_FACE_VALUE:U,read,40,I1:I2{?} | J1:J2{?} | K1:K2{?},"1351,1362,1364,1375,1377,1380,1382,1385,1396,1398,1401,1403,1406,1417,1419,1424,1426,1431,1443,1444,1447,1448",,"called mass.f90:84-86,143…181,215-217,275…313"
func.f90,GET_MOLECULAR_WEIGHT,PHYSICAL_FUNCTIONS::GET_MOLECULAR_WEIGHT,module_global,GLOBAL_CONSTANTS::MWR_Z,read,1,{whole},1705,,"called mass.f90:205, 251"
func.f90,GET_MOLECULAR_WEIGHT,PHYSICAL_FUNCTIONS::GET_MOLECULAR_WEIGHT,dummy,GET_MOLECULAR_WEIGHT:MW_OUT,write,1,,1705,,"called mass.f90:205, 251"
func.f90,GET_MOLECULAR_WEIGHT,PHYSICAL_FUNCTIONS::GET_MOLECULAR_WEIGHT,dummy,GET_MOLECULAR_WEIGHT:Z_IN,read,1,{whole},1705,,"called mass.f90:205, 251"
func.f90,GET_SPECIFIC_GAS_CONSTANT,PHYSICAL_FUNCTIONS::GET_SPECIFIC_GAS_CONSTANT,module_global,GLOBAL_CONSTANTS::MWR_Z,read,1,{whole},1719,,"called mass.f90:561, 743"
func.f90,GET_SPECIFIC_GAS_CONSTANT,PHYSICAL_FUNCTIONS::GET_SPECIFIC_GAS_CONSTANT,module_global,GLOBAL_CONSTANTS::R0,read,1,,1719,,"called mass.f90:561, 743"
func.f90,GET_SPECIFIC_GAS_CONSTANT,PHYSICAL_FUNCTIONS::GET_SPECIFIC_GAS_CONSTANT,dummy,GET_SPECIFIC_GAS_CONSTANT:RSUM_OUT,write,1,,1719,,"called mass.f90:561, 743"
func.f90,GET_SPECIFIC_GAS_CONSTANT,PHYSICAL_FUNCTIONS::GET_SPECIFIC_GAS_CONSTANT,dummy,GET_SPECIFIC_GAS_CONSTANT:Z_IN,read,1,{whole},1719,,"called mass.f90:561, 743"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%BOUNDARY_COORD,ptr_target,1,{?},138,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%CELL%SOLID,read,2,{?},"63,165",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%CELL_INDEX,read,2,0:IBAR | 0:JBAR | 0:KBAR,"63,165",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%DEL_RHO_D_DEL_Z,read,1,1:IBAR | 1:JBAR | 1:KBAR | 1:N_TRACKED_SPECIES,171,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%DEL_RHO_D_DEL_Z,write,1,1:IBAR | 1:JBAR | 1:KBAR | 1:N_TRACKED_SPECIES,171,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%FX,read,2,0:IBAR | 1:JBAR | 1:KBAR | 1:N_TRACKED_SPECIES,167,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%FY,read,2,1:IBAR | 0:JBAR | 1:KBAR | 1:N_TRACKED_SPECIES,168,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%FZ,read,2,1:IBAR | 1:JBAR | 0:KBAR | 1:N_TRACKED_SPECIES,169,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%IBAR,read,2,,"62,164",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%JBAR,read,2,,"61,163",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%KBAR,read,2,,"60,162",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%N_EXTERNAL_WALL_CELLS,read,1,,136,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%N_INTERNAL_WALL_CELLS,read,1,,136,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%PBAR,read,6,0:KBAR | {?},"67,90,112",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%PRESSURE_ZONE,read,6,0:IBAR+1 | 0:JBAR+1 | 0:KBAR+1,"67,90,112",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%R,read,2,0:IBAR,167,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%RDX,read,1,1:IBAR,167,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%RDXN,read,1,0:IBAR,68,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%RDY,read,1,1:JBAR,168,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%RDYN,read,1,0:JBAR,91,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%RDZ,read,1,1:KBAR,169,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%RDZN,read,1,0:KBAR,113,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%RHO,ptr_target,1,{whole},43,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%RHOS,ptr_target,1,{whole},46,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%RRN,read,1,1:IBAR,167,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%TMP,read,12,0:IBAR+1 | 0:JBAR+1 | 0:KBAR+1,"64,68,87,91,109,113",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%WALL,ptr_target,1,{idx:IW},137,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%WORK7,ptr_target,1,{whole},50,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%WORK8,ptr_target,1,{whole},51,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%WORK9,ptr_target,1,{whole},52,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%ZZ,ptr_target,1,{whole},44,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,mesh_ptr,MESH_TYPE%ZZS,ptr_target,1,{whole},47,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,nested,BOUNDARY_COORD_TYPE%IIG,read,1,,142,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,nested,BOUNDARY_COORD_TYPE%IOR,read,1,,145,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,nested,BOUNDARY_COORD_TYPE%JJG,read,1,,143,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,nested,BOUNDARY_COORD_TYPE%KKG,read,1,,144,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,nested,WALL_TYPE%BC_INDEX,ptr_target,1,,138,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,nested,WALL_TYPE%BOUNDARY_TYPE,read,3,,"139,140,141",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,GLOBAL_CONSTANTS::GRAVITATIONAL_SETTLING,read,4,,"59,80,102,124",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,GLOBAL_CONSTANTS::GVEC,read,3,1:3,"84,106,128",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,GLOBAL_CONSTANTS::INTERPOLATED_BOUNDARY,read,1,,141,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,GLOBAL_CONSTANTS::NULL_BOUNDARY,read,1,,139,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,GLOBAL_CONSTANTS::N_TRACKED_SPECIES,read,10,,"54,65,88,110",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,GLOBAL_CONSTANTS::OPEN_BOUNDARY,read,1,,140,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,GLOBAL_CONSTANTS::PREDICTOR,read,1,,42,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,GLOBAL_CONSTANTS::THERMOPHORETIC_SETTLING,read,3,,"72,94,116",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,PRECISION_PARAMETERS::PI,read,3,,"71,93,115",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,TYPES::SPECIES_MIXTURE%CONDUCTIVITY_SOLID,read,3,{whole},"76,98,120",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,TYPES::SPECIES_MIXTURE%DENSITY_SOLID,read,1,{whole},59,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,TYPES::SPECIES_MIXTURE%DEPOSITING,read,1,{whole},55,,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,TYPES::SPECIES_MIXTURE%MEAN_DIAMETER,read,4,{whole},"59,81,103,125",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,module_global,TYPES::SPECIES_MIXTURE%THERMOPHORETIC_DIAMETER,read,3,{whole},"73,95,117",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,dummy,SETTLING_VELOCITY:NM,arg,1,,40,POINT_TO_MESH,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,local_alias,RHOP=>RHO|RHOS,read,6,0:IBAR+1 | 0:JBAR+1 | 0:KBAR+1,"66,89,111",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,local_alias,U_SETTLE=>WORK7,read,4,0:IBAR | 0:JBAR | 0:KBAR,"77,84,167",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,local_alias,U_SETTLE=>WORK7,write,5,"0:IBAR{wall:IIG,wall:IIG-1,whole} | 0:JBAR{wall:JJG} | 0:KBAR{wall:KKG}","56,77,84,148,150",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
soot.f90,SETTLING_VELOCITY,SOOT_ROUTINES::SETTLING_VELOCITY,local_alias,V_SETTLE=>WORK8,read,4,0:IBAR | 0:JBAR | 0:KBAR,"99,106,168",,"optional: DEPOSITING species + settling (mass.f90:411, 612)"
