kind,file,line,routine,phase,call,variables,mpi_op,datatype,order_dependent,feeds,physics_or_output_only,feeds_src,per_process_presum,notes
per_process_presum,hvac.f90,2445,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_X,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2446,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Y,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2447,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Z,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2458,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_P,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2462,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_P,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2467,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_P,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2472,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_P,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2477,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_P,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2482,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_P,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2487,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_P,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2513,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_AREA,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2514,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_RHO,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2517,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_ZZ,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2519,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_TMP,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2520,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_H,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2525,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Z,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2528,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Z,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2531,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_Z,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,hvac.f90,2533,HVAC_BC_IN::INITIALIZE_HVAC,runtime+setup,assign_sum,NODE_P,SUM (serial),REAL,yes,HVAC node boundary conditions (area-weighted node state),physics,main.f90:4979; hvac.f90:1202-1205,,called once per own mesh | per-process pre-sum in HVAC_BC_IN::INITIALIZE_HVAC over the own meshes (main.f90:815-822)
per_process_presum,init.f90,366,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
per_process_presum,init.f90,370,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
per_process_presum,init.f90,371,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
per_process_presum,init.f90,372,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
per_process_presum,init.f90,376,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
per_process_presum,init.f90,377,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
per_process_presum,init.f90,382,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
per_process_presum,init.f90,383,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
per_process_presum,init.f90,384,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
per_process_presum,init.f90,385,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
per_process_presum,init.f90,386,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
per_process_presum,init.f90,387,ADJUST_OBST_SHAPE_AREA,setup,assign_sum,MR%FDS_AREA [MR=>MULTIPLIER(OB%MULT_INDEX)],SUM (serial),REAL,yes,B1%AREA_ADJUST of shaped multiplied OBSTs (setup),physics,init.f90:407-424,,"DO IW=M%N_EXTERNAL_WALL_CELLS+1,M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_WALL_CELLS (L355) | UPSTREAM DEFECT, run-confirmed 2026-09-25 (runs/fds_area, FireX+master; upstream_issue_candidates.md #1): accumulated per process and per MULT, never reset between meshes and never MPI-reduced, so the adjustment depends on mesh order and decomposition (side area x1.5 with 2 meshes/1 proc, x2 with 2 meshes/2 procs)"
serial_loop_all_meshes,main.f90,163,FDS,setup(program body),curated,MAXVAL(MAX_CELL_ASPECT_RATIO),MAX (serial intrinsic),REAL,no,CFL_VELOCITY_NORM switch (aspect ratio > 3.99),dt_control,main.f90:163,,after ALLGATHERV main.f90:161
serial_loop_all_meshes,main.f90,715,FDS,runtime,curated,MINVAL(DT_NEW),MIN (serial intrinsic),REAL,no,time step DT,dt_control,main.f90:715,,
serial_loop_all_meshes,main.f90,741,FDS,runtime,curated,MINVAL(DT_NEW),MIN (serial intrinsic),REAL,no,time step DT,dt_control,main.f90:741,,after ALLGATHERV main.f90:738
serial_loop_all_meshes,main.f90,891,FDS,runtime,curated,MINVAL(DT_NEW),MIN (serial intrinsic),REAL,no,time step DT,dt_control,main.f90:891,,after ALLGATHERV main.f90:884
serial_loop_all_meshes,main.f90,1724,FDS::PRESSURE_ITERATION_SCHEME,runtime,curated,"MAXVAL(PRESSURE_ERROR_MAX), MAXVAL(VELOCITY_ERROR_MAX)",MAX (serial intrinsic),REAL,no,pressure-iteration exit tests,dt_control,main.f90:1724-1740,,after ALLGATHERV main.f90:1702
per_process_presum,main.f90,2699,FDS::INITIALIZE_PRESSURE_ZONES,setup,assign_sum,P_ZONE%VOLUME,SUM (serial),REAL,yes,Pressure-zone volume (enters D_PBAR_DT via PSUM normalisation),physics,main.f90:2735,,"DO NM=LOWER_MESH_INDEX,UPPER_MESH_INDEX (L2689) / DO K=1,M%KBAR (L2692) / DO J=1,M%JBAR (L2693) / DO I=1,M%IBAR (L2694)"
serial_loop_all_meshes,main.f90,4456,FDS::EXCHANGE_GLOBAL_OUTPUTS,runtime+setup,assign_sum,TC_ARRAY,SUM (serial),REAL,yes,"DEVC spatial statistics (DV%VALUE_1..4); feeds CTRL/setpoints, so physics when devices control vents, OBSTs, HVAC",physics_via_devc,main.f90:4494-4495,,"DO OP_INDEX=1,3 (L4437) / DO N=1,N_DEVC (L4447) / DO NN=1,DV%N_SUBDEVICES (L4452) | per-mesh SUBDEVICE values are summed over subdevices first (main.f90:4452-4459)"
serial_loop_all_meshes,main.f90,4457,FDS::EXCHANGE_GLOBAL_OUTPUTS,runtime+setup,assign_sum,TC_ARRAY,SUM (serial),REAL,yes,"DEVC spatial statistics (DV%VALUE_1..4); feeds CTRL/setpoints, so physics when devices control vents, OBSTs, HVAC",physics_via_devc,main.f90:4494-4495,,"DO OP_INDEX=1,3 (L4437) / DO N=1,N_DEVC (L4447) / DO NN=1,DV%N_SUBDEVICES (L4452) | per-mesh SUBDEVICE values are summed over subdevices first (main.f90:4452-4459)"
serial_loop_all_meshes,main.f90,4458,FDS::EXCHANGE_GLOBAL_OUTPUTS,runtime+setup,assign_sum,TC_ARRAY,SUM (serial),REAL,yes,"DEVC spatial statistics (DV%VALUE_1..4); feeds CTRL/setpoints, so physics when devices control vents, OBSTs, HVAC",physics_via_devc,main.f90:4494-4495,,"DO OP_INDEX=1,3 (L4437) / DO N=1,N_DEVC (L4447) / DO NN=1,DV%N_SUBDEVICES (L4452) | per-mesh SUBDEVICE values are summed over subdevices first (main.f90:4452-4459)"
serial_loop_all_meshes,main.f90,4459,FDS::EXCHANGE_GLOBAL_OUTPUTS,runtime+setup,assign_sum,TC_ARRAY,SUM (serial),REAL,yes,"DEVC spatial statistics (DV%VALUE_1..4); feeds CTRL/setpoints, so physics when devices control vents, OBSTs, HVAC",physics_via_devc,main.f90:4494-4495,,"DO OP_INDEX=1,3 (L4437) / DO N=1,N_DEVC (L4447) / DO NN=1,DV%N_SUBDEVICES (L4452) | per-mesh SUBDEVICE values are summed over subdevices first (main.f90:4452-4459)"
serial_loop_all_meshes,main.f90,4462,FDS::EXCHANGE_GLOBAL_OUTPUTS,runtime,curated,TC2_ARRAY (IF-guarded MIN/MAX selection over SUBDEVICEs),MIN/MAX (serial),REAL,no (ties resolved by first subdevice),DEVC MIN/MAX spatial statistics,physics_via_devc,main.f90:4462-4469,,then MPI_MINLOC/MAXLOC main.f90:4481
per_process_presum,part.f90,3944,PARTICLE_MASS_ENERGY_TRANSFER,runtime,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO Z_INDEX=1,N_TRACKED_SPECIES (L3715) / DO IP=1,NLP (L3788)"
per_process_presum,part.f90,3945,PARTICLE_MASS_ENERGY_TRANSFER,runtime,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO Z_INDEX=1,N_TRACKED_SPECIES (L3715) / DO IP=1,NLP (L3788)"
per_process_presum,part.f90,3946,PARTICLE_MASS_ENERGY_TRANSFER,runtime,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO Z_INDEX=1,N_TRACKED_SPECIES (L3715) / DO IP=1,NLP (L3788)"
per_process_presum,part.f90,3948,PARTICLE_MASS_ENERGY_TRANSFER,runtime,assign_sum,M_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO Z_INDEX=1,N_TRACKED_SPECIES (L3715) / DO IP=1,NLP (L3788)"
per_process_presum,part.f90,4319,PARTICLE_MASS_ENERGY_TRANSFER,runtime,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO Z_INDEX=1,N_TRACKED_SPECIES (L3715) / DO IP=1,NLP (L3788)"
per_process_presum,part.f90,4320,PARTICLE_MASS_ENERGY_TRANSFER,runtime,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO Z_INDEX=1,N_TRACKED_SPECIES (L3715) / DO IP=1,NLP (L3788)"
per_process_presum,part.f90,4321,PARTICLE_MASS_ENERGY_TRANSFER,runtime,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO Z_INDEX=1,N_TRACKED_SPECIES (L3715) / DO IP=1,NLP (L3788)"
per_process_presum,part.f90,4322,PARTICLE_MASS_ENERGY_TRANSFER,runtime,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO Z_INDEX=1,N_TRACKED_SPECIES (L3715) / DO IP=1,NLP (L3788)"
per_process_presum,part.f90,4324,PARTICLE_MASS_ENERGY_TRANSFER,runtime,assign_sum,M_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO Z_INDEX=1,N_TRACKED_SPECIES (L3715) / DO IP=1,NLP (L3788)"
per_process_presum,radi.f90,4040,COMPUTE_RADIATION::RADIATION_FVM,runtime+setup,assign_sum,RAD_Q_SUM,SUM (serial),REAL,yes,RTE_SOURCE_CORRECTION_FACTOR (radiative source correction),physics,main.f90:1767,,"DO IBND=1,NUMBER_SPECTRAL_BANDS (L3912) / DO K=1,KBAR (L4026) / DO J=1,JBAR (L4027) / DO I=1,IBAR (L4028)"
per_process_presum,radi.f90,4041,COMPUTE_RADIATION::RADIATION_FVM,runtime+setup,assign_sum,KFST4_SUM,SUM (serial),REAL,yes,RTE_SOURCE_CORRECTION_FACTOR (radiative source correction),physics,main.f90:1767,,"DO IBND=1,NUMBER_SPECTRAL_BANDS (L3912) / DO K=1,KBAR (L4026) / DO J=1,JBAR (L4027) / DO I=1,IBAR (L4028)"
per_process_presum,radi.f90,4076,COMPUTE_RADIATION::RADIATION_FVM,runtime+setup,assign_sum,RAD_Q_SUM,SUM (serial),REAL,yes,RTE_SOURCE_CORRECTION_FACTOR (radiative source correction),physics,main.f90:1767,,"DO IBND=1,NUMBER_SPECTRAL_BANDS (L3912) / DO K=1,KBAR (L4050) / DO J=1,JBAR (L4051) / DO I=1,IBAR (L4052)"
per_process_presum,radi.f90,4077,COMPUTE_RADIATION::RADIATION_FVM,runtime+setup,assign_sum,KFST4_SUM,SUM (serial),REAL,yes,RTE_SOURCE_CORRECTION_FACTOR (radiative source correction),physics,main.f90:1767,,"DO IBND=1,NUMBER_SPECTRAL_BANDS (L3912) / DO K=1,KBAR (L4050) / DO J=1,JBAR (L4051) / DO I=1,IBAR (L4052)"
per_process_presum,radi.f90,4120,COMPUTE_RADIATION::RADIATION_FVM,runtime+setup,assign_sum,RAD_Q_SUM,SUM (serial),REAL,yes,RTE_SOURCE_CORRECTION_FACTOR (radiative source correction),physics,main.f90:1767,,"DO IBND=1,NUMBER_SPECTRAL_BANDS (L3912)"
per_process_presum,radi.f90,4121,COMPUTE_RADIATION::RADIATION_FVM,runtime+setup,assign_sum,KFST4_SUM,SUM (serial),REAL,yes,RTE_SOURCE_CORRECTION_FACTOR (radiative source correction),physics,main.f90:1767,,"DO IBND=1,NUMBER_SPECTRAL_BANDS (L3912)"
per_process_presum,read.f90,771,READ_MESH,setup,assign_min,XS_MIN,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,NMESHES_READ (L598) / DO KK=MR%K_LOWER,MR%K_UPPER (L638) / DO JJ=MR%J_LOWER,MR%J_UPPER (L639) / DO II=MR%I_LOWER, | MIN/MAX of exact inputs"
per_process_presum,read.f90,772,READ_MESH,setup,assign_max,XF_MAX,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,NMESHES_READ (L598) / DO KK=MR%K_LOWER,MR%K_UPPER (L638) / DO JJ=MR%J_LOWER,MR%J_UPPER (L639) / DO II=MR%I_LOWER, | MIN/MAX of exact inputs"
per_process_presum,read.f90,773,READ_MESH,setup,assign_min,YS_MIN,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,NMESHES_READ (L598) / DO KK=MR%K_LOWER,MR%K_UPPER (L638) / DO JJ=MR%J_LOWER,MR%J_UPPER (L639) / DO II=MR%I_LOWER, | MIN/MAX of exact inputs"
per_process_presum,read.f90,774,READ_MESH,setup,assign_max,YF_MAX,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,NMESHES_READ (L598) / DO KK=MR%K_LOWER,MR%K_UPPER (L638) / DO JJ=MR%J_LOWER,MR%J_UPPER (L639) / DO II=MR%I_LOWER, | MIN/MAX of exact inputs"
per_process_presum,read.f90,775,READ_MESH,setup,assign_min,ZS_MIN,MIN (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,NMESHES_READ (L598) / DO KK=MR%K_LOWER,MR%K_UPPER (L638) / DO JJ=MR%J_LOWER,MR%J_UPPER (L639) / DO II=MR%I_LOWER, | MIN/MAX of exact inputs"
per_process_presum,read.f90,776,READ_MESH,setup,assign_max,ZF_MAX,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO N=1,NMESHES_READ (L598) / DO KK=MR%K_LOWER,MR%K_UPPER (L638) / DO JJ=MR%J_LOWER,MR%J_UPPER (L639) / DO II=MR%I_LOWER, | MIN/MAX of exact inputs"
per_process_presum,read.f90,796,READ_MESH,setup,assign_min,CHARACTERISTIC_CELL_SIZE,MIN (serial),REAL,no,"initial DT, MESH_SEPARATION_DISTANCE, tolerances (setup)",dt_control,"read.f90:187, 916; read.f90:10161-10162",,"DO N=1,NMESHES_READ (L598) / DO KK=MR%K_LOWER,MR%K_UPPER (L638) / DO JJ=MR%J_LOWER,MR%J_UPPER (L639) / DO II=MR%I_LOWER,"
serial_loop_all_meshes,read.f90,1399,READ_TRAN,setup,assign_max,DZS_MAX,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO NM=1,NMESHES (L1008) | MIN/MAX of exact inputs"
